dataset_id,link,tags,description
codelion/finepdfs-100M,https://huggingface.co/datasets/codelion/finepdfs-100M,"['size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Sampling Methodology
	

This dataset was created using reservoir sampling, a statistically unbiased random sampling algorithm that guarantees each sample from the source dataset has an equal probability of being included. This ensures the 100M token sample is representative of the full dataset's characteristics.
Source Dataset: HuggingFaceFW/finepdfs
Sample Size: 100M tokens
Content: High-quality textbook-style pdfs
Reservoir sampling enables rapid experimentation and ablation studies… See the full description on the dataset page: https://huggingface.co/datasets/codelion/finepdfs-100M."
codelion/finepdfs-1B,https://huggingface.co/datasets/codelion/finepdfs-1B,"['size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Sampling Methodology
	

This dataset was created using reservoir sampling, a statistically unbiased random sampling algorithm that guarantees each sample from the source dataset has an equal probability of being included. This ensures the 1B token sample is representative of the full dataset's characteristics.
Source Dataset: HuggingFaceFW/finepdfs
Sample Size: 1B tokens
Content: High-quality textbook-style pdfs
Reservoir sampling enables rapid experimentation and ablation studies… See the full description on the dataset page: https://huggingface.co/datasets/codelion/finepdfs-1B."
codelion/SimpleQA-Verified,https://huggingface.co/datasets/codelion/SimpleQA-Verified,"['license:mit', 'size_categories:1K<n<10K', 'format:csv', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2509.07968', 'region:us']","SimpleQA Verified is a 1,000-prompt benchmark for reliably evaluating Large Language Models (LLMs) on short-form factuality and parametric knowledge. The authors from Google DeepMind and Google Research address various limitations of SimpleQA, originally designed by Wei et al. (2024) at OpenAI, including noisy and incorrect labels, topical biases, and question redundancy. SimpleQA Verified was created to provide the research community with a more precise instrument to track genuine progress in… See the full description on the dataset page: https://huggingface.co/datasets/codelion/SimpleQA-Verified."
codelion/execution-world-model-dataset,https://huggingface.co/datasets/codelion/execution-world-model-dataset,"['size_categories:n<1K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
codelion/finewiki-10M,https://huggingface.co/datasets/codelion/finewiki-10M,"['language:en', 'license:apache-2.0', 'size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'wikipedia', 'finewiki', 'sampled']","
	
		
		FineWiki Sampled Dataset (10,000,000 tokens)
	

This is a sampled subset of HuggingFaceFW/finewiki containing approximately 10,000,000 tokens.

	
		
		Dataset Details
	


	
		
		Source
	


Original Dataset: HuggingFaceFW/finewiki (English subset, train split)
Sampling Method: Reservoir sampling (unbiased random sampling)
Target Token Count: 10,000,000 tokens
Tokenizer: GPT-2 (50,257 vocabulary)


	
		
		Sampling Statistics
	


Documents Sampled: 7,088
Average Tokens/Doc: 1411.0
Random… See the full description on the dataset page: https://huggingface.co/datasets/codelion/finewiki-10M."
codelion/finewiki-100M,https://huggingface.co/datasets/codelion/finewiki-100M,"['language:en', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us', 'wikipedia', 'finewiki', 'sampled']","
	
		
		FineWiki Sampled Dataset (100,000,000 tokens)
	

This is a sampled subset of HuggingFaceFW/finewiki containing approximately 100,000,000 tokens.

	
		
		Dataset Details
	


	
		
		Source
	


Original Dataset: HuggingFaceFW/finewiki (English subset, train split)
Sampling Method: Reservoir sampling (unbiased random sampling)
Target Token Count: 100,000,000 tokens
Tokenizer: GPT-2 (50,257 vocabulary)


	
		
		Sampling Statistics
	


Documents Sampled: 53,131
Average Tokens/Doc: 1882.2… See the full description on the dataset page: https://huggingface.co/datasets/codelion/finewiki-100M."
codelion/finewiki-1B,https://huggingface.co/datasets/codelion/finewiki-1B,"['language:en', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us', 'wikipedia', 'finewiki', 'sampled']","
	
		
		FineWiki Sampled Dataset (1,000,000,332 tokens)
	

This is a sampled subset of HuggingFaceFW/finewiki containing approximately 1,000,000,332 tokens.

	
		
		Dataset Details
	


	
		
		Source
	


Original Dataset: HuggingFaceFW/finewiki (English subset, train split)
Sampling Method: Reservoir sampling (unbiased random sampling)
Target Token Count: 1,000,000,332 tokens
Tokenizer: GPT-2 (50,257 vocabulary)


	
		
		Sampling Statistics
	


Documents Sampled: 52,721
Average Tokens/Doc:… See the full description on the dataset page: https://huggingface.co/datasets/codelion/finewiki-1B."
codelion/synth-10M,https://huggingface.co/datasets/codelion/synth-10M,"['language:en', 'language:es', 'language:de', 'language:fr', 'language:pl', 'language:it', 'language:nl', 'language:la', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'synthetic', 'reasoning', 'pleias', 'synth', 'sampled', 'multilingual']","
	
		
		PleIAs/SYNTH Sampled Dataset (10,000,000 tokens)
	

This is a sampled subset of PleIAs/SYNTH containing approximately 14,631,489 tokens.

	
		
		Dataset Details
	


	
		
		Source
	


Original Dataset: PleIAs/SYNTH (~87B tokens, 79.6M samples)
Sampling Method: Reservoir sampling (unbiased random sampling)
Target Token Count: 10,000,000 tokens
Actual Token Count: 14,631,489 tokens
Tokenizer: GPT-2 (50,257 vocabulary)


	
		
		Sampling Statistics
	


Documents Sampled: 13,345
Documents… See the full description on the dataset page: https://huggingface.co/datasets/codelion/synth-10M."
codelion/synth-100M,https://huggingface.co/datasets/codelion/synth-100M,"['language:en', 'language:es', 'language:de', 'language:fr', 'language:pl', 'language:it', 'language:nl', 'language:la', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'synthetic', 'reasoning', 'pleias', 'synth', 'sampled', 'multilingual']","
	
		
		PleIAs/SYNTH Sampled Dataset (100,000,000 tokens)
	

This is a sampled subset of PleIAs/SYNTH containing approximately 109,149,965 tokens.

	
		
		Dataset Details
	


	
		
		Source
	


Original Dataset: PleIAs/SYNTH (~87B tokens, 79.6M samples)
Sampling Method: Reservoir sampling (unbiased random sampling)
Target Token Count: 100,000,000 tokens
Actual Token Count: 109,149,965 tokens
Tokenizer: GPT-2 (50,257 vocabulary)


	
		
		Sampling Statistics
	


Documents Sampled: 100,000… See the full description on the dataset page: https://huggingface.co/datasets/codelion/synth-100M."
codelion/synth-1B,https://huggingface.co/datasets/codelion/synth-1B,"['size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		synth-1B
	

Sequential sample of the first 999,997,890 tokens from PleIAs/SYNTH.

	
		
		Dataset Details
	


Source: PleIAs/SYNTH (500 parquet files, ~87B tokens total)
Sampling Method: Sequential (first N documents)
Estimated Tokens: 999,997,890
Documents: 822,230
Token Estimation: 4 characters ≈ 1 token


	
		
		Text Fields
	

Each document combines four fields from the original dataset:

query: The question or prompt
query_seed_text: Wikipedia or reference context… See the full description on the dataset page: https://huggingface.co/datasets/codelion/synth-1B."
codelion/sutra-30k-seeds,https://huggingface.co/datasets/codelion/sutra-30k-seeds,"['task_categories:text-generation', 'language:en', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us', 'instruction-tuning', 'sft', 'post-training', 'seed-prompts', 'sutra']","
	
		
		Sutra 30K Seeds
	

A curated dataset of 30,320 diverse instruction prompts designed for generating high-quality SFT (Supervised Fine-Tuning) datasets. These seeds serve as the foundation for creating instruction-response pairs for post-training language models.

	
		
		Dataset Description
	

This dataset contains seed prompts across 4 primary capabilities and 18 sub-capabilities, designed to cover the core competencies needed for instruction-following models.

	
		
		Generation Method… See the full description on the dataset page: https://huggingface.co/datasets/codelion/sutra-30k-seeds."
codelion/sutra-magpie-sft,https://huggingface.co/datasets/codelion/sutra-magpie-sft,"['task_categories:text-generation', 'language:en', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us', 'sft', 'instruction-tuning', 'post-training', 'magpie', 'sutra', 'conversational']","
	
		
		Sutra Magpie SFT Dataset
	

A high-quality dataset of 20,682 instruction-response pairs for supervised fine-tuning (SFT) of language models. Generated using seed prompts from the Sutra framework with Magpie-style response generation.

	
		
		Dataset Description
	

This dataset provides diverse, high-quality instruction-response pairs suitable for training instruction-following language models.

	
		
		Generation Method
	


Seed Prompts: Started with 30K diverse seed prompts from… See the full description on the dataset page: https://huggingface.co/datasets/codelion/sutra-magpie-sft."
codelion/sutra-1B,https://huggingface.co/datasets/codelion/sutra-1B,"['task_categories:text-generation', 'language:en', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:json', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us', 'pretraining', 'educational', 'pedagogical', 'synthetic', 'sutra', 'multi-domain']","
	
		
		Sutra 1B Pretraining Dataset
	

A high-quality pedagogical dataset designed for LLM pretraining, containing 948,709 educational entries totaling over 1 billion tokens.

	
		
		Dataset Description
	

This dataset was generated using the Sutra framework, which creates structured educational content optimized for language model pretraining. Each entry is designed to maximize learning efficiency through:

Clear pedagogical structure: Content follows proven educational patterns
Cross-domain… See the full description on the dataset page: https://huggingface.co/datasets/codelion/sutra-1B."
codelion/sutra-10B,https://huggingface.co/datasets/codelion/sutra-10B,"['task_categories:text-generation', 'language:en', 'license:apache-2.0', 'size_categories:1M<n<10M', 'format:json', 'modality:tabular', 'modality:text', 'library:datasets', 'library:dask', 'library:polars', 'library:mlcroissant', 'region:us', 'pretraining', 'educational', 'pedagogical', 'synthetic', 'sutra', 'multi-domain', '10B']","
	
		
		Sutra 10B Pretraining Dataset
	

A high-quality pedagogical dataset designed for LLM pretraining, containing 10,193,029 educational entries totaling over 10 billion tokens. This is the largest dataset in the Sutra series, designed to demonstrate that dense, curated datasets can provide best-in-class pretraining performance for small language models.

	
		
		Dataset Description
	

This dataset was generated using the Sutra framework, which creates structured educational content… See the full description on the dataset page: https://huggingface.co/datasets/codelion/sutra-10B."
mesolitica/jawi-ms-en,https://huggingface.co/datasets/mesolitica/jawi-ms-en,"['language:ms', 'region:us', 'conditional-text-generation']","
	
		
		jawi-ms-en
	

Notebooks to gather the dataset at https://github.com/huseinzol05/malay-dataset/tree/master/normalization/rumi-jawi
"
mesolitica/ms-en,https://huggingface.co/datasets/mesolitica/ms-en,"['region:us', 'generated_from_keras_callback']","
	
		
		ms-en
	

Notebooks to gather the dataset at https://github.com/huseinzol05/malay-dataset/tree/master/translation/malay-english
Preparation notebook at https://github.com/huseinzol05/malaya/blob/master/session/translation/ms-en/download-prepare.ipynb
"
